wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc),bugs
5,1,0,0,6,2,0,0,5,0.75,36,1,0,0,0.4,0,0,5.4,1,0.8,0
2,1,4,8,3,1,6,0,1,2,5,0,0,0,0.75,0,0,1.5,1,0.5,0
7,1,0,7,9,7,7,0,7,0.7,55,1,0,0,0.4642857,0,0,6.142857,1,0.71428573,1
3,2,0,6,12,1,2,0,3,0,50,1,1,0.5,0.6111111,0,0,15.333333,1,0.6666667,0
2,1,0,1,4,0,1,0,1,0,14,0,1,0,0.75,0,0,5.5,1,0.5,0
3,1,0,0,11,0,0,0,3,0.16666667,67,1,0,0,0.6666667,0,0,20.333334,3,1.6666666,0
2,2,0,3,4,0,3,0,2,0,15,1,1,0.5,0.6666667,0,0,6,1,0.5,0
69,1,2,15,164,1874,3,0,65,0.94449717,1513,1,2,0,0.12009804,0,0,20.47826,7,1.7246376,0
7,1,0,11,46,0,2,0,4,0.52380955,604,0.85714287,1,0,0.47619048,0,0,84.28571,15,4,0
4,5,1,0,8,6,0,0,4,2,20,0,0,1,0.6666667,0,0,4,0,0,0
5,2,0,4,9,4,1,0,4,0.5833333,64,0.6666667,2,0.5555556,0.45,1,1,11.2,1,0.8,0
10,1,0,6,21,3,2,0,9,0.7777778,142,1,2,0,0.3611111,0,0,12.7,1,0.8,0
17,1,0,6,32,72,3,0,16,0.7125,378,1,0,0,0.8125,0,0,20.941177,7,2.235294,0
11,2,0,14,37,13,1,0,7,0.84,237,1,2,0.84210527,0.5,1,5,20.09091,9,1.9090909,0
2,1,0,3,14,1,1,0,2,2,67,0,0,0,0.6,0,0,32.5,5,2.5,0
3,1,0,3,13,3,1,0,2,1.5,106,1,0,0,0.53333336,0,0,33.666668,6,3.3333333,1
1,1,0,1,2,0,1,0,0,2,32,0,0,0,1,0,0,27,0,0,0
3,2,0,3,10,1,1,0,3,0,280,1,0,0.6666667,0.5555556,1,1,92,1,0.33333334,0
4,4,4,0,8,6,0,0,4,2,20,0,0,1,0.6666667,0,0,4,0,0,0
12,2,0,10,55,36,0,0,10,0.72727275,470,1,1,0.8039216,0.77272725,0,0,37.916668,3,1.5833334,0
5,2,0,7,13,10,3,0,5,2,63,0,0,0.5,0.53333336,0,0,11.6,2,1.4,0
6,1,0,0,7,5,0,0,6,0.8,44,1,0,0,0.375,0,0,5.5,1,0.8333333,0
1,1,0,20,1,0,19,0,1,2,1,0,0,0,1,0,0,0,1,1,0
4,1,0,1,12,0,1,0,3,0.2,138,0.8,1,0,0.625,0,0,32.25,5,3,0
2,1,0,2,4,1,2,0,1,2,10,0,0,0,1,0,0,4,1,0.5,0
2,1,0,1,5,0,1,0,1,0,22,0,1,0,0.6666667,0,0,9,1,0.5,0
13,2,0,14,55,0,1,0,8,0.8715278,887,1,6,0.76086956,0.23148148,1,1,65.38461,1,0.84615386,0
0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
28,2,0,17,53,376,10,0,28,0.962963,136,1,1,0.5,0.17857143,1,6,3.8214285,1,0.9285714,0
3,3,0,3,10,0,3,0,2,0,59,1,0,0.97402596,0.46666667,1,1,18.333334,1,0.6666667,0
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
4,5,0,2,12,0,0,0,4,0,41,1,0,0.9577465,0.625,1,1,9,1,0.75,0
2,1,0,1,4,1,1,0,1,2,9,0,0,0,1,0,0,3.5,1,0.5,0
11,1,0,3,14,37,0,0,10,0.75,55,1,1,0,0.4318182,0,0,3.8181818,3,1.0909091,0
2,4,0,4,6,1,1,0,2,2,29,0,0,0.9756098,0.6666667,1,1,13.5,1,0.5,0
9,1,0,8,29,10,4,0,2,0.5694444,433,0.8888889,4,0,0.30357143,0,0,46.11111,2,0.8888889,1
2,5,0,2,5,1,0,0,2,2,11,0,0,0.98550725,1,1,1,4.5,1,0.5,0
7,1,0,13,55,3,5,0,3,0.537037,724,1,2,0,0.37142858,0,0,101.14286,11,2.5714285,0
2,1,0,1,4,0,1,0,1,0,26,0,1,0,0.625,0,0,10.5,1,0.5,0
18,1,0,21,18,153,19,0,18,1.0588236,20,0,0,0,0.5185185,0,0,0,1,1,0
1,1,0,0,2,0,0,0,1,2,5,0,0,0,1,0,0,3,0,0,0
3,3,0,4,8,3,1,0,3,2,27,0,0,0.9512195,0.6666667,1,1,8,1,0.6666667,0
2,2,0,3,3,0,1,0,1,0,13,1,0,0.6666667,0.75,0,0,5,1,0.5,0
8,1,0,4,36,26,4,0,7,1.0714285,351,0,0,0,0.3809524,0,0,42.375,8,3.625,0
35,1,0,30,118,0,0,0,6,0.5441176,1756,1,0,0,0.12091503,0,0,49.114285,11,1.6571429,0
3,1,0,0,3,3,0,0,3,2,3,0,0,0,0.5555556,0,0,0,1,1,0
43,2,1,22,123,481,7,0,33,0.8717949,1262,1,2,0.6203704,0.16402116,1,6,28.04651,9,2.1627908,4
2,1,0,2,4,0,1,0,1,0.25,29,0,2,0,0.6,0,0,11.5,1,0.5,0
4,1,0,5,29,4,2,0,3,0.33333334,213,1,0,0,0.5,0,0,52,1,0.5,0
1,2,0,4,5,0,0,0,1,2,19,1,0,1,1,0,0,15,0,0,0
4,5,0,2,13,0,0,0,4,0,58,1,0,0.9577465,0.625,1,1,13.25,1,0.75,0
2,1,0,4,5,0,1,0,2,0.5,23,0.5,2,0,0.75,0,0,9.5,1,0.5,0
4,1,0,3,4,6,3,0,4,2,4,0,0,0,0.5,0,0,0,1,1,0
5,1,1,0,6,10,0,0,5,2,8,0,0,0,0.53333336,0,0,0.6,1,0.8,0
2,2,0,5,8,0,1,0,2,0,32,0,0,0.9166667,0.625,0,0,14.5,1,0.5,0
9,1,0,17,53,30,2,0,3,0.9583333,624,1,1,0,0.26666668,0,0,67.666664,16,5.111111,2
18,1,2,0,35,0,0,0,18,0,111,1,1,0,0.2777778,0,0,5.111111,2,1,0
3,3,0,4,8,3,1,0,3,2,40,0,0,0.9512195,0.6666667,1,1,12.333333,1,0.6666667,0
9,1,0,6,23,10,2,0,8,0.7916667,132,1,4,0,0.325,0,0,13,2,1,0
3,3,0,3,13,3,0,0,3,2,95,0,0,0.95454544,0.5555556,1,3,30.666666,1,0.6666667,0
2,4,0,5,5,1,1,0,2,2,24,0,0,0.9756098,0.6666667,0,0,11,1,0.5,0
10,2,0,4,21,0,1,0,9,0.6944444,218,0.375,1,0.89705884,0.31111112,1,1,20,6,1.3,0
1,1,0,17,1,0,15,0,1,2,1,0,0,0,1,0,0,0,1,1,0
4,1,0,2,9,0,0,0,2,0.25,91,0,1,0,0.5,0,0,20.75,5,2,0
1,1,0,2,2,0,2,0,1,2,10,0,0,0,1,0,0,3,0,0,0
2,1,0,5,2,1,3,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
81,1,0,29,110,3002,21,0,80,0.97670454,879,1,2,0,0.1694725,0,0,9.308642,3,1.1481482,0
5,3,0,0,7,2,0,0,5,0.625,33,1,0,0.5,0.5,0,0,5.2,1,0.6,0
3,1,0,4,4,3,4,0,3,1.4375,23,0,2,0,0.5,0,0,4,2,1,0
6,5,0,1,7,15,1,0,6,2,14,0,0,0.8648649,0.45833334,1,1,1.3333334,1,0.8333333,0
46,1,0,25,133,1027,17,0,43,1.0066667,2140,0.9,1,0,0.12857144,0,0,45.304348,13,3.4130435,0
5,4,0,4,37,6,1,0,1,0.5,203,1,0,0.9117647,0.6666667,2,2,39.4,1,0.6,0
5,3,0,0,11,0,0,0,0,0,38,0,1,0.8666667,0.5,1,5,6.4,1,0.8,0
10,1,0,3,15,3,3,0,10,0.6666667,108,1,0,0,0.46666667,0,0,9.4,2,1,0
8,1,1,11,21,10,5,0,4,0.7346939,108,0.71428573,2,0,0.42857143,0,0,11.625,2,0.75,1
6,1,0,17,6,15,15,0,6,2,6,0,0,0,0.5,0,0,0,1,1,0
2,5,0,2,5,1,0,0,2,2,11,0,0,0.98550725,1,1,1,4.5,1,0.5,0
2,1,0,5,16,0,1,0,1,0,78,1,0,0,0.75,0,0,37.5,1,0.5,0
16,1,0,5,36,62,5,0,15,0.6933333,349,1,1,0,0.375,0,0,20.5,8,2,0
7,1,0,1,8,21,0,0,7,2,10,0,0,0,0.35714287,0,0,0.42857143,1,0.85714287,0
10,2,0,0,43,33,0,0,8,0.6666667,289,1,0,0.46666667,0.48,1,1,27.8,6,2,0
54,4,0,16,222,817,2,0,32,0.8490566,3912,0.96666664,2,0.6165413,0.12938005,2,10,70.888885,30,3.6296296,4
5,2,0,11,41,8,0,0,3,0.875,376,1,1,0.8695652,0.5625,0,0,73.8,1,0.6,1
6,2,0,8,25,0,6,0,4,0.1,178,1,0,0.2,0.4,0,0,28.333334,2,1.3333334,0
2,1,0,1,4,0,1,0,1,0,19,0,1,0,0.6666667,0,0,7.5,1,0.5,0
3,2,0,4,8,1,1,0,3,2,21,0,0,0.84615386,0.6666667,1,2,6,1,0.6666667,0
9,2,0,2,20,0,1,0,9,0.7083333,112,0.6666667,0,0.5555556,0.33333334,1,2,11.111111,1,0.8888889,0
8,1,0,2,13,8,1,0,8,0.5714286,296,1,1,0,0.5625,0,0,35.625,5,3,0
30,1,0,14,71,135,2,0,22,0.7807882,836,1,6,0,0.16206896,0,0,26.4,6,1.6333333,0
9,1,0,5,9,36,4,0,9,2,9,0,0,0,0.41666666,0,0,0,1,1,0
4,1,0,2,5,0,1,0,3,0.6666667,28,1,1,0,0.5,0,0,5.25,1,0.75,0
4,2,0,2,10,0,1,0,0,0.6666667,40,0.5,1,0.84210527,0.45,1,6,8.5,1,0.75,0
3,1,0,18,4,1,18,0,1,0.95238096,134,0,20,0,0.75,0,0,36.666668,1,0.33333334,0
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
1,1,0,0,2,0,0,0,1,2,5,0,0,0,1,0,0,3,0,0,0
16,2,1,6,42,34,5,0,13,0.64444447,287,1,0,0.48,0.18666667,0,0,16.75,7,1.8125,0
4,1,0,7,9,4,2,0,1,0.6666667,28,1,0,0,0.33333334,0,0,5.75,1,0.5,0
10,2,0,2,20,0,1,0,10,0.6666667,155,0.75,1,0.7906977,0.4,1,14,14.1,2,1.8,0
14,1,0,1,15,91,1,0,14,2,17,0,0,0,0.4,0,0,0.21428572,1,0.9285714,0
4,1,0,1,25,2,0,0,3,0.41666666,174,0,1,0,0.5555556,0,0,41.5,3,1.25,0
4,2,0,5,10,0,1,0,1,0,39,0,0,0.9459459,0.5,1,1,8.5,3,1,0
69,1,0,12,158,0,5,0,62,0.8931373,1383,0.8666667,3,0,0.18729097,0,0,18.826086,18,1.5942029,0
8,1,0,7,15,16,2,0,7,0.88095236,171,1,4,0,0.39285713,0,0,19.625,1,0.75,0
2,1,0,2,6,0,1,0,1,0,28,0,1,0,0.6666667,0,0,12,2,1,0
7,2,0,4,25,9,1,0,7,0.5,331,1,0,0.78571427,0.34285715,2,2,46,5,1,0
2,1,0,1,4,0,1,0,1,0,19,0,1,0,0.6666667,0,0,7.5,1,0.5,0
7,1,0,11,35,17,3,0,2,1.0555556,484,0.16666667,1,0,0.33333334,0,0,66.42857,34,10,0
3,2,0,3,31,3,0,0,3,2,208,0,0,0.95348835,0.5555556,2,5,68.333336,1,0.6666667,0
8,1,0,4,8,28,4,0,8,2,8,0,0,0,0.33333334,0,0,0,1,1,0
17,1,0,0,17,136,0,0,17,2,17,0,0,0,0.38235295,0,0,0,1,1,0
1,1,0,3,2,0,2,0,0,2,13,0,1,0,1,0,0,10,0,0,0
1,1,0,3,1,0,3,0,1,2,1,0,0,0,1,0,0,0,1,1,0
6,1,0,12,6,15,9,0,6,2,6,0,0,0,0.41666666,0,0,0,1,1,0
13,1,1,0,23,72,0,0,13,0.41666666,78,1,1,0,0.25641027,0,0,4.923077,1,0.9230769,0
8,1,0,6,64,22,2,0,6,0.71428573,509,1,1,0,0.2857143,0,0,62.375,12,2.625,0
6,3,0,13,7,11,13,0,5,0.8,24,1,0,0.77272725,0.33333334,0,0,2.6666667,1,0.8333333,0
2,1,0,2,4,0,1,0,1,0,21,0.5,1,0,0.6666667,0,0,8.5,1,0.5,0
14,2,0,5,51,25,0,0,3,0.9010989,555,0.42857143,0,0.7209302,0.5192308,1,4,38.142857,7,2.142857,0
2,1,0,1,4,0,1,0,1,0,26,0,1,0,0.625,0,0,10.5,1,0.5,0
8,2,0,4,23,16,1,0,8,0.42857143,166,1,0,0.73333335,0.46875,1,1,19.375,1,0.5,0
2,2,0,0,4,1,0,0,2,2,10,0,0,0.6666667,0.75,0,0,4,1,0.5,0
2,1,0,2,5,1,1,0,2,2,15,0,0,0,0.75,0,0,6.5,2,1,0
6,1,0,0,7,15,0,0,6,2,9,0,0,0,0.33333334,0,0,0.5,1,0.8333333,0
16,2,0,20,41,0,1,0,14,0.56666666,382,1,0,0.7,0.11764706,1,1,22.5,2,1,0
15,1,1,0,27,73,0,0,15,0.85714287,145,1,2,0,0.25555557,0,0,8.4,9,1.8,0
2,2,0,2,4,1,0,0,1,1,9,1,0,1,1,0,0,3,0,0,0
4,3,0,0,28,0,0,0,4,0.25,404,1,0,0.9285714,0.3125,1,3,99,6,2.75,0
9,2,0,2,20,36,1,0,2,2,204,0,0,0.6666667,0.4722222,1,4,21.666666,15,3.3333333,0
3,2,0,4,6,0,1,0,3,0.5,28,0.5,1,0.9459459,0.5555556,1,1,7.6666665,1,0.6666667,0
8,2,0,0,47,0,0,0,5,0.37142858,384,1,0,0.72727275,0.45833334,1,3,46.375,4,1.625,0
2,2,0,3,10,1,0,0,2,2,38,0,0,0.97619045,0.75,1,1,18,1,0.5,0
12,1,0,16,40,42,12,0,8,0.95804197,379,1,1,0,0.26363635,0,0,29.5,9,1.6666666,0
42,3,0,4,67,697,2,0,33,0.28222996,655,0.85714287,1,0.51282054,0.16629712,2,4,14.428572,4,1.0238096,0
0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
20,1,0,0,53,48,0,0,18,0.6023392,1126,1,0,0,0.31,0,0,54.85,6,1.65,0
57,1,0,42,187,0,1,0,2,0.68877554,4114,1,6,0,0.22456141,0,0,70.929825,22,1.7719299,2
31,1,0,16,74,157,4,0,23,0.79555553,865,1,7,0,0.17,0,0,26.419355,7,1.7096775,0
16,1,0,4,22,68,4,0,16,0.84761906,131,1,0,0,0.71875,0,0,6.75,1,0.9375,0
2,1,0,1,4,0,1,0,1,0,25,0,0,0,0.625,0,0,10,1,0.5,0
1,1,0,2,4,0,1,0,0,2,26,0,1,0,1,0,0,21,0,0,0
7,1,0,11,38,0,0,0,2,0.6666667,351,1,1,0,0.36666667,0,0,48.714287,3,1.1428572,0
2,2,0,1,4,0,1,0,1,0,19,0,1,0.983871,0.6666667,0,0,7.5,1,0.5,0
2,2,0,2,4,0,1,0,1,0,17,0,1,0.983871,0.75,0,0,7,2,1,0
2,1,0,0,14,0,0,0,2,0,81,1,0,0,0.625,0,0,38.5,2,1,0
12,1,0,3,31,0,0,0,12,0.42424244,151,1,1,0,0.33333334,0,0,11.333333,3,1.3333334,0
8,1,9,0,18,28,0,0,7,1.1428572,55,0,0,0,0.55,0,0,5.625,4,1.25,0
7,1,0,6,15,9,2,0,7,0.5,67,1,1,0,0.42857143,0,0,8.428572,1,0.85714287,1
8,2,0,4,23,16,1,0,8,0.42857143,165,1,0,0.73333335,0.46875,1,1,19.25,1,0.5,0
7,4,0,0,8,0,0,0,7,0.5,76,1,1,0.85714287,0.53571427,0,0,9.428572,2,0.5714286,0
33,2,0,9,93,378,0,0,26,0.9008621,995,1,2,0.39215687,0.1875,0,0,28.272728,6,1.4848485,0
4,2,0,9,10,0,8,0,4,0,63,1,0,0.8,0.625,0,0,14.5,3,1.25,0
18,1,0,3,21,73,2,0,18,0.8366013,152,0.6666667,1,0,0.2777778,0,0,6.9444447,2,1.0555556,0
9,1,1,2,13,6,2,0,9,0.125,141,0,0,0,0.4,0,0,14.333333,5,1.6666666,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,1,1,0
2,1,0,2,11,1,0,0,2,2,265,0,0,0,0.75,0,0,131.5,3,1.5,0
3,1,0,3,5,1,1,0,1,0,19,0,1,0,0.6666667,0,0,5,1,0.33333334,0
3,2,0,2,11,0,1,0,3,0,52,1,0,0.84615386,0.5,0,0,16,1,0.6666667,0
10,3,0,3,24,0,0,0,10,0.33333334,149,1,1,0.42857143,0.225,1,1,13.7,1,0.8,0
28,1,0,34,181,20,4,0,8,0.77342045,2634,1,6,0,0.14814815,0,0,92.46429,19,5.071429,1
8,4,0,6,27,24,0,0,7,0.85714287,90,0.5,0,0.9076923,0.2857143,2,5,10,3,1,0
3,2,0,3,8,3,3,0,3,1.5,73,0,0,0.9375,0.8333333,0,0,22,3,1,0
60,1,0,19,143,1080,8,0,52,0.82508475,1833,1,4,0,0.13700566,0,0,29.133333,19,2.1833334,1
4,2,4,7,6,6,5,0,2,0.8888889,32,0,3,0.33333334,0.5,0,0,6.25,1,0.5,0
31,4,0,5,69,451,4,0,28,0.37777779,270,1,0,0.6375,0.14166667,2,9,7.612903,5,1.2258065,0
35,2,0,46,60,583,44,0,34,0.9705882,185,1,1,0.43333334,0.16190477,1,7,4.114286,1,0.9714286,0
2,1,0,5,6,1,1,0,2,2,16,0,0,0,0.5,0,0,7,1,0.5,0
38,1,0,5,54,227,1,0,7,0.7762162,3880,0.16,1,0,0.4054054,0,0,100.447365,95,7.894737,0
3,1,0,4,27,1,1,0,2,0.5,105,0,1,0,0.5555556,0,0,33.666668,5,2,0
8,2,0,0,35,28,0,0,7,2,343,0,0,0.5,0.525,0,0,41.875,6,1.75,0
2,1,0,2,11,1,1,0,2,2,30,0,0,0,0.75,0,0,14,1,0.5,0
27,2,0,10,52,347,3,0,27,0.96153843,127,0,1,0.5,0.18055555,1,6,3.6296296,1,0.962963,0
1,2,0,3,2,0,2,0,0,2,12,0,0,0,1,0,0,9,0,0,0
31,1,0,3,59,283,0,0,31,0.9045454,518,0.045454547,14,0,0.26451612,0,0,15,3,1.0645162,0
5,1,0,7,17,0,0,0,2,0.41666666,79,1,2,0,0.625,0,0,14.2,3,1.4,0
20,1,0,2,29,92,2,0,19,0.82236844,336,1,0,0,0.375,0,0,15.4,10,1.7,0
15,1,0,31,15,105,30,0,15,2,15,0,0,0,0.25,0,0,0,1,1,0
2,4,0,5,5,1,1,0,2,2,24,0,0,0.9756098,0.6666667,0,0,11,1,0.5,0
2,2,0,5,5,0,1,0,1,0,17,0,1,0.9722222,0.6666667,1,1,7,1,0.5,0
1,1,0,0,2,0,0,0,1,2,41,0,0,0,1,0,0,3,0,0,0
4,2,0,4,22,0,1,0,4,0,141,1,0,0.84615386,0.5,2,2,33.75,1,0.5,0
16,1,0,11,29,0,10,0,15,0.6333333,243,0.5,0,0,0.23809524,0,0,13.8125,7,1.5625,0
27,2,0,15,52,349,8,0,27,0.96153843,126,1,1,0.5,0.16872428,1,6,3.6296296,1,0.962963,0
2,1,0,4,14,0,1,0,1,0,121,0,1,0,0.625,0,0,59,1,0.5,0
8,1,0,0,17,0,0,0,8,0.52380955,91,1,0,0,0.5625,0,0,10,3,1.5,0
14,1,0,8,47,89,3,0,9,1,530,1,0,0,0.21367522,0,0,36.714287,13,2.5,0
30,2,0,10,61,383,5,0,29,0.8996865,301,0.09090909,1,0.46153846,0.26108375,0,0,8.666667,2,1.0333333,0
6,5,0,2,14,0,0,0,6,0.4,77,1,0,0.9315069,0.6666667,2,2,11.5,1,0.8333333,0
3,1,0,3,5,1,1,0,1,0,19,0,1,0,0.6666667,0,0,5,1,0.33333334,0
5,2,0,2,16,0,1,0,5,0.625,90,1,0,0.2,0.4,0,0,16.6,2,1.2,1
2,1,0,1,4,0,1,0,1,0,20,0,1,0,0.6666667,0,0,8,1,0.5,0
1,1,0,2,1,0,2,0,1,2,1,0,0,0,1,0,0,0,1,1,0
13,1,0,27,35,62,26,0,9,0.3611111,315,1,0,0,0.3888889,0,0,23,7,1.3846154,0
1,1,0,1,1,0,1,0,1,2,1,0,0,0,1,0,0,0,1,1,0
3,1,0,13,31,0,1,0,2,0.5,202,1,2,0,0.6666667,0,0,65,9,3,0
9,3,0,2,16,0,1,0,6,0.125,56,1,1,0.71428573,0.33333334,2,4,5.111111,1,0.8888889,0
66,2,0,17,174,1593,4,0,57,0.9225071,1439,0.5555556,2,0.27272728,0.1,1,1,20.39394,7,1.2575758,0
25,1,0,0,25,300,0,0,25,1.0416666,29,0,0,0,0.41333333,0,0,0,1,1,0
1,5,0,2,7,0,2,0,1,2,17,0,0,1,1,0,0,16,0,0,0
2,1,0,2,4,0,1,0,1,0.5,17,0,1,0,0.6666667,0,0,6.5,1,0.5,0
9,1,0,1,10,36,0,0,9,2,12,0,0,0,0.44444445,0,0,0.33333334,1,0.8888889,0
2,1,0,2,5,1,0,0,2,2,11,0,0,0,0.75,0,0,4.5,1,0.5,0
1,1,0,3,1,0,3,0,1,2,1,0,0,0,1,0,0,0,1,1,0
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
3,1,0,3,5,1,3,0,2,0.5,128,1,0,0,0.75,0,0,41.333332,3,1,0
36,1,0,23,76,210,18,0,36,0.83116883,1025,1,1,0,0.14351852,0,0,27.166666,3,1.3888888,2
62,1,0,40,133,329,14,0,6,0.6131148,3133,0.8,0,0,0.05702067,0,0,49.451614,4,1.0645162,0
2,2,0,10,15,0,1,0,2,1.5,55,1,0,0.5,0.6666667,0,0,24.5,1,0.5,0
17,2,3,16,76,40,3,0,12,0.8472222,586,0.5555556,1,0.61538464,0.30208334,1,1,32.941177,6,1.3529412,0
7,1,0,7,24,13,7,0,4,0.8333333,314,1,0,0,0.21428572,0,0,42.857143,4,2.4285715,0
2,1,0,0,8,1,0,0,1,1,28,1,0,0,1,0,0,12.5,0,0,0
24,1,0,0,24,276,0,0,24,2,24,0,0,0,0.35833332,0,0,0,1,1,0
20,1,0,15,89,60,6,0,17,0.79605263,826,1,5,0,0.13333334,0,0,39.5,10,1.6,1
4,2,0,3,11,0,2,0,4,0,60,1,0,0.8,0.625,0,0,13.75,2,1,0
1,1,0,1,1,0,1,0,1,2,1,0,0,0,1,0,0,0,1,1,0
1,1,0,6,1,0,5,0,1,2,1,0,0,0,1,0,0,0,1,1,0
1,1,0,3,1,0,3,0,1,2,1,0,0,0,1,0,0,0,1,1,0
3,3,0,0,4,0,0,0,3,0.5,22,1,0,0.6666667,0.46666667,0,0,5.6666665,1,0.6666667,0
7,1,2,8,22,15,4,0,6,0.9166667,117,1,0,0,0.33333334,0,0,15.142858,1,0.71428573,0
3,2,3,0,4,3,0,0,3,2,6,0,0,0.6666667,0.6666667,0,0,1,1,0.6666667,0
23,2,0,19,112,115,4,0,19,0.875,954,1,1,0.7613636,0.22727273,1,5,40.130436,6,1.4782609,0
5,2,0,9,20,6,1,0,3,0.75,83,0,1,0.5714286,0.5,0,0,15.2,2,0.8,0
2,2,0,3,4,1,0,0,1,2,9,0,0,0.6666667,1,0,0,3.5,1,0.5,0
3,1,0,2,13,0,1,0,3,0.375,101,1,1,0,0.6666667,0,0,31.333334,2,1,0
2,1,0,2,4,0,1,0,2,0,21,0.5,1,0,0.6666667,0,0,8.5,1,0.5,0
5,2,0,12,6,4,11,0,5,0.5,45,1,1,0.4,0.5,0,0,7.4,1,0.6,0
15,3,0,6,35,19,1,0,14,0.51428574,209,1,3,0.4090909,0.18666667,1,1,12.6,3,1,0
26,2,0,13,51,325,7,0,26,2,126,0,0,0.52,0.20192307,1,6,3.8461537,1,0.9230769,0
1,1,0,3,1,0,3,0,0,2,171,0,0,0,0,0,0,136,0,0,0
2,1,0,1,4,0,1,0,1,0.33333334,24,0.6666667,3,0,0.6666667,0,0,9.5,1,0.5,0
5,1,0,0,6,4,0,0,5,0.5,22,1,0,0,0.4,0,0,3.2,1,0.8,0
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10,1,0,1,11,45,1,0,8,1.0722222,55,0.35,0,0,0.2037037,0,0,2.5,1,0.8,0
36,1,26,75,39,630,74,0,34,2,240,0,0,0,0.056349207,0,0,5.6666665,1,0.9722222,0
7,4,0,4,12,11,4,0,7,0.16666667,77,1,0,0.85,0.52380955,1,2,9.714286,4,0.85714287,0
13,3,0,3,30,0,0,0,13,0.29166666,206,1,1,0.45,0.25274727,1,1,14.692307,1,0.84615386,0
7,1,0,1,11,7,1,0,6,0.5,39,1,0,0,0.5714286,0,0,4.285714,1,0.85714287,0
11,1,0,3,15,1,1,0,11,0.68333334,193,1,1,0,0.3272727,0,0,16,3,1.3636364,1
3,1,0,3,5,1,1,0,2,0.5,22,0,2,0,0.5,0,0,5.6666665,1,0.6666667,0
28,2,0,25,88,230,8,0,26,0.86419755,674,1,1,0.7263158,0.24691358,1,4,22.75,10,1.5,0
13,1,0,12,25,40,12,0,13,0.9236111,265,0.083333336,1,0,0.36923078,0,0,18.461538,5,1.4615384,0
6,1,0,1,11,1,1,0,5,1.0705882,308,0.23529412,0,0,0.44444445,0,0,47.5,28,7,0
0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,2,0,0,0,1,2,33,0,0,0,1,0,0,3,0,0,0
37,3,0,8,97,508,2,0,21,0.89542484,981,1,3,0.6195652,0.24206349,2,3,25.054054,11,2.7567568,0
46,2,0,43,292,35,3,0,21,0.8833333,5860,0.95,4,0.4375,0.07971015,2,2,125.95652,14,2.3913043,0
20,1,0,17,59,22,2,0,17,0.6644737,585,1,5,0,0.36842105,0,0,27.85,11,2.5,1
3,3,0,0,8,0,0,0,0,0,24,0,1,0.9285714,0.5555556,1,2,6.6666665,1,0.6666667,0
4,1,0,1,5,0,1,0,3,0,26,0,1,0,0.6666667,0,0,5.25,1,0.75,0
25,1,0,2,56,268,2,0,25,0.8472222,307,1,0,0,0.26285714,0,0,11.16,8,1.32,0
11,5,0,3,32,17,0,0,10,0.75,249,1,0,0.9082569,0.3272727,1,1,21.272728,1,0.90909094,0
2,1,0,9,2,1,9,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
14,1,0,1,15,91,0,0,14,2,17,0,0,0,0.32857144,0,0,0.21428572,1,0.9285714,0
2,1,0,2,4,0,1,0,2,0,20,0.5,1,0,0.6666667,0,0,8,1,0.5,0
2,2,0,2,7,0,1,0,2,0,35,0.5,1,0.8,0.6666667,1,1,15.5,1,0.5,0
9,3,0,7,26,0,2,0,9,0.25,211,1,0,0.82978725,0.3888889,2,3,22.222221,2,1,0
2,1,0,4,14,1,2,0,2,2,87,0,0,0,0.6,0,0,42.5,4,2,0
2,1,0,4,5,0,1,0,1,0,47,0,1,0,0.625,0,0,22,1,0.5,0
8,2,0,9,11,16,6,0,7,0.71428573,56,1,4,0.64285713,0.35714287,0,0,5.5,2,0.75,0
2,3,0,2,3,1,1,0,0,2,8,0,0,1,0.75,0,0,3,0,0,0
10,1,0,6,20,1,2,0,9,0.7592593,157,1,3,0,0.3611111,0,0,14.1,1,0.8,0
8,1,0,0,9,28,0,0,8,1.1428572,45,0,0,0,0.2857143,0,0,0.375,1,0.875,0
2,2,0,7,8,0,3,0,2,0,44,1,0,0.9166667,0.8333333,0,0,20,1,0.5,0
28,2,0,17,53,376,10,0,28,0.962963,136,1,1,0.5,0.17857143,1,6,3.8214285,1,0.9285714,0
17,1,0,12,49,50,3,0,12,0.75,287,1,2,0,0.47916666,0,0,15.411765,5,1.4705882,0
12,2,0,9,14,54,7,0,11,0.90909094,65,1,1,0.083333336,0.3,0,0,3.9166667,1,0.9166667,0
