wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc),bugs
2,1,0,2,16,1,0,2,2,2.0,100,0.0,0,0.0,0.75,0,0,49.0,3,1.5,2
4,1,0,13,10,6,6,7,3,2.0,27,0.0,0,0.0,0.25,0,0,5.75,1,0.75,2
20,2,0,15,30,142,15,0,16,0.8,191,1.0,0,0.7361111,0.3125,2,3,8.3,3,1.25,3
5,4,0,3,16,8,2,1,4,0.875,215,1.0,0,0.95348835,0.35714287,1,3,41.6,9,2.0,4
12,1,1,35,17,44,35,1,10,0.9818182,150,0.0,5,0.0,0.29090908,0,0,10.25,3,1.0833334,3
1,1,0,8,1,0,8,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,2
2,3,0,1,4,1,1,0,2,2.0,15,0.0,0,0.93333334,0.75,0,0,6.5,2,1.0,2
2,1,0,1,3,1,1,0,0,1.0,14,0.0,1,0.0,0.6666667,0,0,5.0,1,0.5,0
3,7,0,2,5,3,1,1,3,2.0,21,0.0,0,0.9971223,0.46666667,1,1,6.0,1,0.6666667,3
7,1,0,3,25,17,0,3,2,0.8333333,105,0.0,1,0.0,0.2777778,0,0,13.571428,2,1.1428572,1
2,1,0,3,22,1,1,2,2,2.0,128,0.0,0,0.0,0.75,0,0,63.0,5,2.5,2
6,1,0,20,6,15,17,4,6,2.0,6,0.0,0,0.0,0.4047619,0,0,0.0,1,1.0,2
3,2,0,5,17,0,1,5,1,0.25,131,0.0,3,0.96825397,0.5555556,0,0,41.333332,6,2.6666667,2
7,5,0,12,28,0,7,6,4,0.41666666,120,1.0,1,0.9935065,0.42857143,1,1,15.857142,2,0.85714287,3
1,7,0,2,10,0,1,1,1,2.0,41,0.0,0,1.0,1.0,0,0,40.0,0,0.0,2
4,1,0,2,7,0,1,2,3,0.33333334,40,1.0,2,0.0,0.5,0,0,8.25,1,0.75,0
2,1,0,3,10,1,0,3,2,2.0,20,0.0,0,0.0,0.5,0,0,9.0,1,0.5,2
2,1,0,4,4,1,2,2,1,2.0,10,0.0,0,0.0,0.75,0,0,4.0,1,0.5,2
1,1,0,1,6,0,1,0,0,2.0,28,0.0,0,0.0,1.0,0,0,25.0,0,0.0,0
4,2,0,4,11,4,3,1,1,0.8888889,41,0.33333334,2,0.8947368,0.44444445,0,0,8.5,1,0.5,2
26,2,0,19,72,91,15,5,15,0.8155556,640,0.8333333,4,0.4,0.22285715,1,1,22.923077,10,1.8461539,2
3,2,0,5,10,3,2,3,3,2.0,57,0.0,0,0.9285714,0.6666667,2,3,18.0,3,1.6666666,2
8,2,0,4,22,4,1,3,4,0.76785713,273,1.0,2,0.7083333,0.29166666,1,2,31.125,6,2.375,3
2,1,0,1,5,1,0,1,2,2.0,15,0.0,0,0.0,0.5,0,0,6.5,1,0.5,1
15,1,0,19,60,103,16,5,12,0.9183673,760,0.0,0,0.0,0.16071428,0,0,49.2,11,3.2,4
2,2,0,3,16,0,1,3,1,0.0,51,0.0,1,0.983871,0.6666667,0,0,23.5,2,1.0,0
2,1,0,1,4,0,1,1,1,0.0,13,1.0,1,0.0,0.6666667,0,0,5.0,1,0.5,0
7,2,0,4,16,3,1,4,6,0.5833333,81,1.0,1,0.75,0.42857143,1,1,10.285714,4,1.2857143,2
6,1,0,5,30,9,0,5,2,0.6666667,144,0.0,1,0.0,0.33333334,0,0,22.5,2,1.0,3
6,2,0,24,9,0,24,1,4,0.2,146,0.0,7,0.6666667,0.45,0,0,22.166666,9,3.3333333,5
7,6,3,3,28,19,3,0,1,0.8333333,202,1.0,0,0.9921384,0.29166666,2,3,27.714285,3,1.5714285,2
5,6,1,4,36,4,3,1,3,0.75,176,0.75,0,0.995671,0.375,1,1,33.4,4,1.2,3
2,1,0,2,4,0,1,2,1,0.0,19,1.0,2,0.0,0.625,0,0,7.5,1,0.5,0
4,1,0,2,7,0,1,2,3,0.33333334,40,1.0,2,0.0,0.5,0,0,8.25,1,0.75,0
8,1,0,10,48,6,0,10,2,0.6666667,358,0.0,3,0.0,0.25714287,0,0,42.625,3,1.75,3
12,1,0,32,12,66,29,4,12,2.0,12,0.0,0,0.0,0.2361111,0,0,0.0,1,1.0,2
2,1,0,1,6,0,1,1,1,0.0,25,1.0,1,0.0,0.6666667,0,0,10.5,1,0.5,0
1,1,0,8,1,0,7,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,2
21,2,0,16,55,116,12,4,13,0.67,361,1.0,1,0.44444445,0.3452381,1,1,15.952381,3,1.4761904,2
4,2,0,2,5,6,0,2,4,2.0,12,0.0,0,0.5714286,0.5,0,0,2.0,1,0.75,2
2,1,0,4,9,0,1,4,1,0.0,30,1.0,1,0.0,0.6666667,0,0,13.5,1,0.5,0
